user,item,rating,review,summary
A2749BTS2KRMVH,1400501466,2,"You would be crazy to buy here... its cheaper anywhere else.  UPDATE  I see amazon is now selling at the same price as the rest of the world so I retract...

Also discovered another negative... When browsing the web the nook works fine on all sites EXCEPT AMAZON, now fancy that.  It will stay on amazon about 30 seconds then pop back to where ever I was before web browsing.  I've tried it over and over does it every time.

Thanks to all who commented about the ability to still root the nook.  it is more complicated now but doable.  I'm debating about giving it a try.  Updated 1/22/12

There are things to like about the nook, BUT

No android market
B&N wants your credit card to download FREE apps -  ain't gonna happen
stuff that is free on Android Market cost money at the B&N app store.  I.E. Angry Birds costs 2.99 but is free from Android Market.

I bought this Nook because it was root-able... but no longer with the latest update B&N blocks attempt to root the device.

BOO HISS ON B&N.

I never buy anything Apple because of the closed system.  I totally believe in Open architecture for electronic devices.  The closed system ONLY benefits the seller not the user.

If all you want is a reader, email and the web.  then hey go for it.  but I truly disappointed and may return it.",Does less than my cell phone
A2ILMCJBXWF5TS,1400501466,1,"Update 2-Sep-13:
Put on CM 10.2.2 (Android 4.2.2) last week.  I've got to say, it's nice.  Fonts are small, though one could choose dpi if they had visual issues (google this).  Netflix works, and the UI is really quite nice - pretty much no need for Button Savior, battery life is same as CM7.  In general I like it better than CM7.  My major hardware dislikes are headphone jack requires a little wiggling sometimes, no BT, no GPS.  Seems to charge fine with a normal cable.

At this point I lean toward Samsung tablets - I like the IR and the microSD slot.

===========================
Update Jul 2012: I've installed Cyanogen 7, which works with button savior.  I had trouble installing from .zip booting into recovery but was able to install without a hitch using a bootable microSD card.  Fonts are sometimes a bit big, as is line spacing, but in general, CM7 frees you of the B&N walled-ness, even as somewhat mitigated below.  Netflix doesn't work, and Google Chrome won't run on Android 2.3.  Headphone jack a bit intermittent - need to wiggle wire sometimes.

===========================
Original review, Dec. 2011.
===========================
First I give a summary, followed by the details if U are interested.  I hope people will read reviews here, as, if you say much at all on B&N's site, they don't post your review and don't allow you to modify it so that U can post it!:

A Nook Tablet could be quite good if you only want to:
-  Read ebooks purchased from B&N
-  Browse the web on a tablet
-  Play a small selection of games, having to pay 3-4X normal Android/Apple prices

Get something else or modify it if U want to:
-  Buy a full selection of games/apps
-  Pay the same price for a game as U would on an iPhone/iPad, Android Phone buying from either the Android Marketplace or Amazon App Store.
-  Play music where U can sort by artist, album, genre, etc.
-  Play mpeg videos
-  Watch YouTube

If U are willing to do a bit of work, you can do all this by modifying the device.  I used it rooted with the modifications described below for 11 months, before installing Cyanogen 7.2 on it.  This is a huge improvement over rooted with the below modifications - it's essentially a normal 7"" Android tablet now.

The Details:
============
My daughter got a Nook Tablet for Christmas 2011.  She'd been saving for an iPad (~$500) but at the rate she was saving, we took pity after a year and a half.

While she does read (and so do us parents), she also wanted to use it as a music player, and a movie watching device while away from wireless in the car, on a plane, etc, and she wanted to play some games.

I did my reading and we seriously considered an iPad for the family with each of our 2 kids putting in $150 or so.

I read about the Kindle Fire and Nook Tablet - the Fire only had 8GB of onboard storage at the time, and no micro SD slot.  A deal-breaker.  This was pre Samsung GalaxyTab, Nexus, etc.  Since the Nook Tablet has 16GB and a micro SD slot, we went to a store to take a look.  Sales guy was good, and the device hardware shows well.  Once we got it home and were doing more reading about setup, we found the first of our issues:

Issue #1: Onboard Memory
========================
Of the 16GB of storage, you can only place your own items in 1GB.  The rest is for B&N-purchased content.  1GB is not enough for a music collection, or any significant amount of video.  A 32GB Class 4 micro-SD card was also in her stocking, having read about this ahead of time.

Once she unwrapped it and we set it up (easy enough), annoyance #2 showed itself:

Issue #2: App prices and quantity
=================================
2 Examples: Angry Birds and Fruit Ninja.
-  BN Market: $2.99, $3.95.
-  Amazon's Android Market: $0.99 (ad-free), with free ad-supported versions available
-  Android Market, $0.99 for either, plus free, ad-supported versions available.
-  Apple App Store, $0.99 and $0.99, plus free, ad-supported versions available.

YouTube: free/pre-installed on all Android/Apple phones/tablets I know of, not available on the Nook Tablet, not in the Nook store.

I didn't buy either game, but instead looked back to some of my pre-Christmas reading - U can load Amazon's Appstore without rooting the device, esp. if it's running v1.4.0 of the software.  I got that working and bought $0.99 ad-free Fruit Ninja and Angry Birds.  While I was at it, I side-loaded a few other apps by e-mailing them to myself and web-browsing to get them, and got usb drivers working on an XP laptop so I could sideload via adb over usb.

I wasn't home for Christmas, but I did have my work laptop which has music on it.  I copied some over and began to use the music player....

Issue #3: Built-in Music Player Limitations
===========================================
The built-in music player in Android is decent - has been since Android 1.5 - the first version I used.  U can, generally, sort by artist, album, etc, and the UI has dark backgrounds rather than white.  The Nook built-in music player doesn't allow sort. For this, I didn't want to buy a music player, so I went ahead and rooted the device and installed Honeycomb's (Android 3.0's) music player, which is free.  Also put the standard Android YouTube app on since I could now access the Android Market.  The problem wasn't quite solved, because changes to the SD card (adding files) weren't recognized.  I tried Winamp, Songbird and Android 4.0's music player when ICS came out.  They had the same issue.  TTPod does work - you can manually refresh at any time.  I now run Cyanogen, whose music player (modified stock android to add gesture support) works just fine.  They were aware of tablets when they wrote it.

This is ironic - B&N had to do actual work to make it much worse than using the normal android version, plus they had nice opportunities to improve on the experience of a phone due to the large screen - Cyanogen 7 Android supports gestures for music - do an arrow to the left like ""<"", say, and it'll go back a track.  This would be great while driving.

(Note that U can unroot by putting a copy of 1.4.0 on an SD card which, though I'm not sure, would probably allow you to return the device if U needed to).

Issue #4: Built-in Video Player Limitations
===========================================
I'd also brought on my work laptop half a dozen videos I nabbed from our TiVos from which I stripped the commercials, saving them as mpg videos.  These wouldn't play with the built-in player.

I solved this with MX Player, free version, which plays them fine. U can do this only if U've installed Amazon's App Store or rooted and can access the Android Market. People out there are selling PC software to convert videos to a format Nook Tablet can use. No need - just get another video player.  MX Player Tip: brightness control is an up/down swipe on the left hand side of the screen, volume on the right.

Issue #5: UI Inflexibility
==========================
U can't add shortcuts to the desktop, and can't do much with the sliding apple-style bar either.  For this, I installed App Manager (tough to find a .apk to sideload using adb, so I needed rooting and then got it from Android Market).  This is a fantastic app and I don't use my GoLauncher screen much any more.

Also, there's one physical button.  Standard android buttons such as menu (right-click) and back aren't always around in the UI, and holding home doesn't bring up a list of open applications as it does in carrier or stock android.  They should have put those standard 2 buttons on the device.  Update after a month rooted: use Button Savior, which gives soft buttons with a flyout.  Once in a while, you have to use NT Hidden Settings to check USB Debugging unless you use Cyanogen.  Update post Cyanogen: CM7 can have soft buttons (back, menu, home, etc) displayed all the time, if desired, and has Button Savior installed as well.

Issue #6: Can only charge with their charger/cable
==================================================
Nothing more to say.  BlackBerries and Android phones in the house all can charge in the car or at all the computers by just connecting a cable.  It charge very slowly, even if it doesn't tell you it is, when connected to a PC because or other charger.  With some irony, B&N has had to mail me both a charger and a cable this year due to breakage.  If they could charge with any micro-USB cable, they wouldn't have to.  Update post-Cyanogen: With Cyanogen, it charges with any micro-USB cable, though slowly unless it's the actual Nook stuff - there must be something in hardware.

Issue #7: OTA update breaks all the niceness I've achieved
==========================================================
An OTA update, v1.4.1, will break the ability to mail yourself .apks to be used to enable non-BN apps to install and to enable debugging.  I imagine U could have done these steps while on 1.4.0 and gotten sideloading via PC/adb to work, but U can't disable OTA updates.  U can if you root, though, so I did, then used SQLite to modify a setting to only update when done manually. It'll never auto-update.  Update post-Cyanogen: irrelevant now.

Goodness #1: Hardware is pretty sweet
=====================================
Snappy, installs apps fine, opens them quickly, videos are fairly smooth, scrolling is pretty good (but not as nice as Apple's).

Screen is great from angles, clear and bright.

It's lightweight and can be held easily in one hand.

Speaker is pretty loud - louder than any of our phones except maybe BlackBerry.

Goodness #2: the Reading Aspect
===============================
The reading end of the device is well-implemented, though I give Amazon's original Kindle and all subsequent ones and advantage - an order of a book on an original kindle appeared on the device in less time than it took me to back out of the purchase UI.  Doing so from the web is also very fast.  A web order using a computer of a B&N sample appeared about an hour later, but quite snappily when done from the device.

Goodness #3: Books with Videos/Sound
====================================
Yes, these are available on Kindle Fire and iPads. I know. I do like the talking kid's books (reminds me of a LeapFrog Tag pen, but without the ability to touch words and hear them), and the free cookbook sample had a video of making a chocolate sauce.  This is good for cooking!  U can see what each stage is supposed to look like.

Goodness #4: Good if U Root it, for $250
========================================
When rooted, it's a nice tablet + it has the B&N connection, and it cost $250.  It isn't an iPad (no cameras or BT), and it's half the price.  Update Nov 2012: There are now a multitude of 7"" tablets (ASUS, Samsung, Google) which get my recommendation.",Very Limited Unless You Modify It
A1K4H0D2FLQHL2,1400501466,4,"Synopsis:  Good ebook reader. Mediocre tablet that is decent for media consumption but is limited at media creation.  Limited Out-of-the-box functionality because it seems to have been designed to require third-party apps. Total Cost of Ownership is $400.

I readily admit I am not the target user Barnes and Noble (B&N) had in mind for the NOOK Tablet.  I spend a lot of time flying for work and my needs were for a supplement to my laptop. Tablets, including the vaunted iPad, are meant for enjoying media (music, video, casual games, reading) and not for editing or creating new content.  The 7"" tablets are even more hampered by their limited screen space.  So why did I choose a 7"" tablet instead of an iPad or 10"" competitor?  Price.  The large tablets start at $600 and after adding peripherals your Total Cost of Ownership (TCO) is $900 - $1000, which is the same price as a good laptop that does everything...except run on battery for a 6+ hour flight.

After a lot of online research, I settled on the NOOK Tablet.  B&N has a 14-day return policy so I put the Tablet through rigorous functionality testing to determine whether to keep it or not.  As much as possible, I only used the built-in applications and made no changes to the hardware or software.  I will not discuss the hardware because you can find dozens of reviews online.  These are my results.

Reading books. Naturally, the Tablet excels.  My concern was that it be able to remember bookmarks on multiple books and PDFs even after powering off and/or removing the SD card.  Verdict: PASS

Reading magazines.  B&N tells you up front that you have to cancel your emagazine subscriptions and use their web store.  I tried reading PDF versions and online subscriptions through Zinio's website (which supports everything except NOOKs).  There just is no easy way to read multi-column magazine articles on a 7"" tablet.  This is too bad because my second reason to get a tablet was to stop carrying around 15 pounds of magazines.  Verdict: FAIL

Reading and editing MS Office Documents and PDFs.  This is 70% of my job and the primary reason for purchasing a tablet.  The Tablet has a lite MS Office reader and a PDF reader.  Both are good at reading documents. Neither allow editing or adding notes to documents.  For about $20 you can buy excellent third-party apps that allow editing both types of documents. (Note: Animations in PowerPoint do not animate so the Tablet is not suitable for showing animated presentations.)  The virtual keyboard is the biggest limitation.  Most internal apps do not support rotation so the keyboard is not much wider than a smartphone keyboard.  You have to type with your index fingers to keep from hitting numerous keys.  Where the keyboard totally fails is a lack of cursor keys.  If you have a typo in the middle of word, there is no way to move the cursor to the exact letter you want it on.  Retyping entire words is not uncommon.  Verdict: FAIL

Email.  The Tablet has email capabilities and works really well with GMAIL accounts.  However, security is appalling.  Once your enter your account and password you are never prompted for it again.  This means if someone picks up your Tablet they can read your email.  The settings can be changed to require a password to compose email, but it does not appear to work.  Enabling the 4 number passcode on the Tablet is the only security you have.  Because of this, I have not tried connecting to my work MS Exchange server and probably never will.  Verdict: FAIL

Web Browsing.  The Tablet has a good web browser that supports Flash Video, which means you can watch YouTube videos.  You can keep bookmarks and open HTML pages stored on the media card. The primary browsing limitations are the screen size (and obviously need for a wireless connection).  Verdict: PASS

Calendar and To-Dos.  There are no built-in apps for either of these, which seems unthinkable.  Even a basic smartphone has these.  You can download free ones from the B&N app store.  Verdict: FAIL

Note Taking.  No built-in app for writing notes!  The Tablet has a microphone, but you can't even create audio notes.  Note taking is the one killer app I wanted for home use.  I write notes everywhere to the point of being buried by them.  Third-party apps saves the day.  Evernote works great with the Tablet - and supports audio notes and keyboard rotation.  Verdict: FAIL

Music.  The music player is absolute garbage and there is currently no third-party alternative.  The first week the music player would skip a lot and even crash the Tablet when playing MP3s from the SD card.  Recovery was horrible because the Tablet wouldn't shut down and then wouldn't power up without being connected to the power cord.  Fortunately, a firmware update solved the instability problem.  Despite four ways of sorting music, finding and playing music in the order you want is terrible (see comments on audiobooks).  You can pause and resume a song but you cannot stop.  There is no stop button.  The speaker on the Tablet is lousy.  My two-year old Blackberry phone has a better speaker and it's 1/3rd the size of the Tablet.  The speaker is very loud though so will fill a hotel room with mediocre sound.  Surprisingly, the speaker sounds no worse even though covered up when the Tablet is in a carrying case.  Verdict: FAIL

Audiobooks.  You would think an ebook reader would also have good support for audiobooks.  The internal memory and media card have folders for specific media types.  You can even create your own folders on the SD card.  However, no matter where you put your media, the Tablet finds all of it and dumps it into either the music player or the media player.  There is no way to separate audiobooks from music.  Where the music player completely fails is playing audiobooks in sequential order.  Most software applications sort by reading a filename from left to right and sorting on the first character difference it finds.  The music player apparently looks at the first few characters and then the last characters and ignores the middle ones.  For example, an audiobook with multiple discs and chapters should sort by discs first (1, 2, 3) and then by chapter (1,2,3).  Instead the Tablet sorts by placing all the chapter ones together and then all the chapter twos and so one.  The file manager sorts alphabetically so you have to open the media card file manager and play audiobooks from there. Verdict: FAIL

Pictures.  The Tablet is a pretty good electronic photo album with all the pinch-and-zoom features you expect.  However, like the music player, there's no way to segregate pictures into albums.  I loaded a document with a ton of embedded images and they ended up in the media gallery as well.  You can delete images from the gallery...except the sample pictures for some reason. Verdict: PASS (but hoping for a feature update or third-party alternative soon)

Video.  NetFlix and Hulu work good over a wireless connection, but you may get lower resolutions due to the bandwidth limits of a wireless connection.  Playing stored video files requires using the media player. Even though the web browser supports Flash video, the media player does not.  As long as you convert your videos to .m4v format, you can put anything on the Tablet (Handbrake or RealPlayer is perfect for converting video on a PC/Mac).  The image quality is great, although I seem to notice a slight flicker in converted Flash videos like they are playing at 28 frames per second rather than 30.  The media player does not support scene selection/jumping to chapters in movies and has no bookmarking feature.  Unlike the music player which will play in the background, you cannot multitask.  If you leave the media player to use another app, your video will stop.  Unfortunately, videos get lumped into the media gallery with photos and the thumbnail appears to be a random still image from 1 minute into the video.  Verdict: PASS (it's a book reader, not a movie player)

Total Cost of Ownership.  Currently, the Tablet costs $250.  For something designed to be used on the road, you will need an extra power supply ($25) and protective cover case ($35).  The $50 extended warranty is a requirement since the Tablet will probably be dropped and crushed frequently.  To install more than a few books, documents, and media files will require an SD card ($20 - $35).  Add another $30 to purchase third-party apps to add functionality and you have around $400 invested in the Tablet.  Purchasing ebooks and emagazines is an optional ongoing expense.

Final Verdict.  As much as I tried to only use built-in apps during the trial period, when I could not get the functionality I wanted from them I was able to download a number of free or inexpensive apps.  These allow me to do the basic content creation and editing I need on the road. A B&N employee flat out admitted the Tablet was rushed out the door with only NOOK Color functionality so was not being fully exploited yet.  The firmware update proved B&N is committed to making the Tablet live up to its promise. Realizing that no tablet can yet replace a laptop, and the functionality and ubiquity Evernote brings, convinced me to keep the Tablet.",Good ebook reader.  Mediocre tablet
A7YI49J8WC8XL,1400501466,2,"I bought a Nook Tablet based on the principle that it was much more than an eReader and was backed by an upstanding company in Barnes & Noble.

At the price point the hardware is truly magnificent with a wonderful screen, fast processor, good storage capacity and an SD card. I didn't need the GPS and cameras that are 'missing'. The 7"" form factor turned out to be ideal for my purposes.

The selection of eBooks from Barnes & Noble is excellent and even the magazines I bought are more than readable. Netflix video quality, while not High Definition, is certainly High Quality and is simply stunning with the right movie and since I am a Netflix streaming subscriber already, was 'free' to me. So far so good.

Here's the rub. The selection of apps from B&N is truly pitiful. I mean, worse than you can imagine. Now combine this with the fact that the standard email client as installed on the NT is very basic and limited and the standard web browser is little better. There are no replacements in the app store. None. What you see is what you get.

And something else makes it even worse. You can't add your Google accounts in order to sync with Google services such as contacts, calendar, reader etc.

The sad thing is the hardware is MORE THAN capable of running all these services but is being prevented from doing so by the B&N tablet software and their 'walled garden' approach - similar to that adopted by Apple but without their huge app store and connected services to create the illusion that you are not in an ecosystem prison.

There were originally two ways that NT owners could enhance the tablet but B&N are now attempting to close both of these paths with their latest operating system 'upgrade' (version 1.4.1) that is automatically installed on your Nook Tablet when you connect to the internet. They issued this 'bug fix' release on December 23rd. Bah humbug is right.

1. 'Sideloading' of applications was possible on version 1.4.0 and this let you install applications from sources other than B&N's paltry selection. So, for instance, you could install Dolphin Browser for tabbed web browsing and gesture input or Skitmail for a real email experience. Now that's all gone and you get no option to add apps that B&N don't have - which is most of them.  My guess is that for most users, sideloading would have resolved the issue of the inadequate B&N app store. had they been smart, B&N would have delayed implementing the blocking until they could dramatically increase their selection of apps.

2. 'Rooting' the tablet is a way to bypass the B&N controls and open up the tablet to the full Android experience which not only means access to the Google market and Google apps but also to 'superuser'  functions to enable enhanced control of the operating system. This is not for novices and requires some technical understanding of the Android operating system so likely only a very small number of advanced users would ever attempt this. B&N have attempted to block this too. Really? What exactly is the point B&N?

So, what we have here is a truly excellent piece of hardware with a fantastic eReader infrastructure capable of doing so much more than it is permitted to do by Barnes & Noble. Their motivation is to force users to buy only from them - which as Apple have proved - is perfectly okay if you make the selection big enough. Problem is, the selection is totally, hopelessly, unbelievably inadequate. Barnes & Noble will still have a huge hit on it's hands because many people have relatively simple needs. The pity is it could have been a massive home run in their battle to stay alive in the space they compete for with Amazon.

So what to do? With a heavy heart I will likely return my gorgeous Nook Tablet and spend just a little more for a real 7"" tablet upon which I will install a Nook app and be very happy. I simply don't have the time, patience or inclination to fight a company that has proven it just doesn't 'get it'.

Know what you are getting into before you buy.",Superb hardware crippled by restrictive software
A24FWCMHHS50RF,1400501466,5,"I am very happy with my nook tablet.  I wanted a nook ereader that would allow quick and easy access to email and facebook for communication when i don't want to log on to a computer.  I can look up info on the web in an instant.  And i can save paper and get my magazines through my nook.  If you want it to act like an ipad, then just get an ipad.  As for me, i don't need all that, so i prefer to save my money.  Very happy!

(SENT FROM MY NOOK TABLET)  ;-)",does everything i expected!
A1TCCGVDJV9XAV,1400501466,2,"I consider myself a well educated electronics purchaser who did a lot of homework over getting the kindle fire or the nook tablet.  Being a tech geek, I decided to go with the nook because of its superior specs and the fact that I prefer the nook reading experience better than the kindle one.  After doing my homework and playing with the tablet in the store I felt I made the right decision until I got it home.

The nook market absolutley ruins this thing to the point I am looking to root it.  There are next to zero free apps and despite already knowing that the tablet would not honor the apps I already own in the android market for my phone, I never expected in a million years that APPS THAT ARE NORMALLY FREE IN THE ANDROID MARKET ARE OVERPRICED EXTENSIVELY.  For example, Angry birds seasons is free on android market.  Its $3!!!!!! on the nook app market.  This is rape.

And if you are expecting to root this device, it appears barnes and noble is aggressively patching their device to disallow the use of outside apps.

If you want to read books only, get the nook color or an e-ink device.  If you want a tablet, This will only frustrate you.  I feel violated and disappointed I overlooked the pricing on the market.",wow did B&N pull one over on me.
A1ZJF8YB4LZ356,1400501466,1,"The customer support people at Barnes & Noble site are clueless. They are useless for providing help. If you buy tablet, you are on your own. In the store it is the same.","Tablet Good, support terrible"
A2EJPGQV89WOTD,1400532620,1,"in my honest opinion nook is unfinished product.
none of my technical books in pdf format i was able to read due to pdf reader rendering formulas all over the screen with middle-size font.

i am able to see formulas in small font but then the rest of text is unreadable.
formula rendering in medium font is a mess however text is readable. i would have expected developer of the device spent more time on fine-tuning the text rendering on ebook reader.",unfinished product
A1PPS91NLI7KEH,1400532620,5,"I went from the Sony Reader Pocket Edition (which I really did like) to the Nook after the Wifi only version came out and I do not regret the move.  I love everything about the Nook and BN reader store. The Nook is bigger than the Sony Pocket Reader and after reading the Nook for awhile - I just could not go back to reading something on the Pocket Reader. I like the fact that you can enlarge the print up to extra extra large and choose between several font styles.  I like the clock at the top of the reader so now I don't have to waste my morning reading time on the porch by constantly running in to check the clock in the kitchen to see when I need to get ready for work.  I like the fact that you can look at the covers of the books when you want to pick out what you want to read next.  I like that you can add so much extra space to your device (the Pocket reader only accepted 150 books before freezing and acting up). I really like the fact that you can preorder ebooks which will just download to your device when they are available.  I like the fact that the power cord is $14.99 so I can buy extra (one for home, one for work) - where Sony Reader's power cord was almost $30.00.  I like the fact that I can install my own new battery when the time comes and not have to send my reader off to have it done for me.  I like the fact that if there are any questions about the Nook, I just have to go to a nearby B&N and get the help I need instead of wasting time with emails only to receive vague answers from the techs.  All in all I think this is a wonderful device - exactly what I wanted.  I usually read about three to four books a week and being able to carry my whole library with me is great!  I would definitely recommend this product.",5 Stars plus 5 more
A1IK1ZTDHJS6WW,1400532620,3,"This nook has a very nice format and is very easy to operate and view.  The only draw back is the Battery life is terrible.  I am charging this unit twice a day.  My former Simple Touch only needed charging once a month ""with the wifi ON"" all the time.  I would NOT recommend this product.",Could be better
AQIYMF4X90D8E,1400532620,1,This is the nook i don't like..it doesnot habe light to let you read at night but have a colored screen to navigate..this is poorly conceptualized as ereader..not user friendly too..,disaster
A1S71JIN40YHXK,1400532620,5,I ordered this product and it was not what I wanted. I ordered the wrong one. I contacted the company and returned the item with no problems. I ordered and new one from the same company and cannot wait to get it! Thanks!,Nook
AMEN8V4NI55OB,1400532620,5,JUST WHAT I EXPECTED.  SHIPPER WAS FAST AND EFFICIENT.  PRODUCT ARRIVED ON TIME.  WOULD USE SHIPPER AGAIN.  NO PROBLEMS WHAT SO EVER.,HAPPY
A3ZCIEUX68DEZ,1400532620,5,"When I first heard about e-book readers, I was skeptical and did not want to give up my precious collection of books. (I have a teeny tiny little hoarder of books inside of me!) But then I finally caved and decided to try one because of my difficulty in reading larger and heavier books laying in bed at night, and due to being away from home for periods of time where I couldn't easily carry a dozen books with me.
The first reader I had experience with was when my grandpa had purchased one of those huge honkin' Kindle DS readers with the full key pad. I was excited about that one, but the price was WAY out of range. I decided to try and go with the Nook (after my typical pre-purchase ritual of spending days doing research on the best option) and I was so thrilled with it, I had nothing bad to say. I used that little beauty for a few good years, until I was forced to sell it to help pay bills. From the very moment the Nook left my hands I regretted it. I was certain I'd never find one that good again. And I don't believe there has been any readers since then that are that good still!
Fast-forward to this Black Friday. The FIRST Black Friday when I actually HAVE some money to spend! And I am looking for a really good e-reader! I did come across the Nook on Amazon, and saw the new Nook Simple Touch, which intrigued me, because I wanted to stick with the e-ink display, and not have a full-size touch screen battery killer. Finally, I realized my love for the original Nook had never died, and it still had everything I could ever want in an e-book reader. I was even able to buy one from a vendor here on Amazon, who lived less than half an hour away from me, and it only cost me $50!!! I was SOOOOO excited!!
Now, if only I had NOT wasted $5 on that stupid fake-leather black cover, that completely RUINED the casing on my Nook... :(",After All These 'Cutting Edge' E-Readers...
A2V24K8UWPPDSB,1400532620,5,"This tablet from barnes and noble is an afforadable alternative to the ipad. Serves more than one purpose ...while its primary function is reading. The original nook is a whole family experience. Its size and durability give the nook, nook color, and nook tablet are built with quality materials so that they have longevity. This is a gift for the teachers assistant at my sons school. She wanted something to read her books on, and since i have the nook color i figured this would be a good start for her.<a data-hook=""product-link-linked"" class=""a-link-normal"" href=""/Barnes-and-Noble-NOOK-eBook-Reader-WiFi-only-Black-White/dp/1400532620/ref=cm_cr_arp_d_rvw_txt?ie=UTF8"">Barnes and Noble NOOK eBook Reader (WiFi only) [ Black & White </a>]",intro to a classic...
A3IROM8JD6KAVG,1400532620,1,"I've owned this original Nook for two years now and have read dozens of books on it.  I've also spent dozens of hours on the telephone with Nook support and other activities related to keeping it running.  I'm an experienced software designed/programmer, engineer, etc. and I can assure you that compared to a paper book, this is a seriously flawed concept.  If you insist on buying an eBook reader, make sure you allocate plenty of time that you could have better spent on reading a real book to spend on arguing on the telephone with foreign call center reps.  B&N's concept of customer support is severely lacking and they appear to have little knowledge when it comes to supporting electronic gear.

On top of those problems, consider the very concept of the electronic book.  While you will pay close to the same price you'd pay for a real book on sale, you won't own the book - you'll have a license to use it.  When you're finished with the book, maybe you'd like to be able to loan it to a relative or friend, but you can only do that if they have a Nook and you can loan it for two weeks only.  I suppose when the two weeks is up, the borrower sees the book disappear, finished or not.

And then there's the odd problem of your Nook for some reason being tied closely to the email address you had on file with B&N when you registered your Nook.  I recently had to change my email address and updated my B&N account with the new address and new B&N password.  After that, I could no longer download books, and was unable to unregister and register my Nook (that was supposed to fix the problem, according to the support center).  If you happen to get yourself into that dilemma, be ready for a long drawn-out session on the telephone.  The problem was that B&N neglected to spell this situation out on their website when I changed my email address.

So, if you're into ""going green"", driving a hybrid car (and thinking it's going to save you money in the long run), then the Nook may be for you.  If all you want to do is read, forget the Nook and go to the local library or bookstore and spend your time reading.  Give the price of the Nook to a local charity.  Everyone will be happier.",Run the other way
AV90JD8C9IUD0,1400532620,4,"I bought this on the 27th of December after hassling with FedEx (to the point where I made them just hold it at a FedEx office) 2 days later I finally have it after (It was attempted for delivery on Friday 1/6) I was pleasently surprised to discover how small this thing is. I've watched a ton of reviews and unboxing a on it and I guess the camera angles made it look wider. It's so tiny it can fit in a larger pocket (Like pajama pockets). I already have 12 books and I actually finished one just now I started reading it at 1:30pm and it's 11:45pm I say not bad the book was 155 pages too. Once I got the hang of it I was very pleased with my purchase and I recommend probably just getting the Nook Simple Touch but coming down to reading it doesn't matter just read people! That's a little rant. So I'll maybe give another in depth review of this in a week. See you soon, thanks for reading my review.",Needed to get acquainted with at first.
A1HZWHI3JLGZ5N,1400532620,1,I bought this unit as a gift for the grandchildren to read books. My plan was test it out and buy 3 if it worked. I planned to buy gift cards for the unit so the kids could buy books. Barnes and Noble requires a credit card to activate this unit! That is a show stopper as it is not desirable for young children to have a unit with credit card information linked to it. They could lose the unit etc. I loaded my credit card information to test the unit. After deciding to return the unit I talked to customer service about deleting my account information. The answer from 3 people was you can not delete your account information. I can not recommend this company.,Barnes and Noble NOOK eBook Reader
A1QPUBF6U5EQM6,1400532620,4,"When I purchased this item it was still running $150.  At the current price, I think it's a good deal but I'm not sure it would be my choice if I could roll back time.  I originally purchased this because I wanted to rent ebooks from the Library and that wasn't an option with the Kindle.  Now, they come for the Kindle as well as in epub and pdf formats.  You can basically use any ereader to rent these now.

I read all these reviews saying that the black and white was like paper, easiest to read.  It's not anything like a paper book, it's far less ""bright"" when it comes to reading.  Don't get me wrong, I love ebooks.  I haven't read a paper book in a year.  It is just that even in regular light it is not as easy to see for me.  You absolutely can read it without a light during the day, but it is not nearly as crisp or easy as it would be with a paper book.  I have a clip on light, and with that it's perfect at night.  I'm able to read in bed and not disturb my husband, if one wants a black and white reader as close to paper as you can get--I'm just not sure this is what one would expect.

This reader has a browser which you can use to get on the internet.  It was handy when we were in a hotel with wifi and I didn't bring the laptop and I needed to know when a business opened.  It's certainly not easy to surf, this would not be my choice to use unless in a pinch.

The battery does not last as long as I expected.  I get maybe a week and a half out of it, if I turn it completely off when not using it--and if I have it on airplane mode (not wifi enabled).  I do read at least a few hours a day.  The time is much shorter if I let it just hibernate.

I am not sure if the text size options are specific to the device or the book.  It appears to me it is the device that offers limited options, though it varies based on the originating text of the book. The text size on extra large--the largest option-- is often (it varies by book) small enough that it would equal that of a normal book.  My vision is pretty good and occasionally I'm annoyed by how small extra large is.  In some books medium is the same as extra large in others.  I do think that for anyone with vision challenges, limited text size might be an issue.

Obtaining books is easy to do through Barnes and Noble.  You need to go online on a computer and provide a credit card.  You can then order them on the computer, or through your device.  I generally use the computer, but if you know what you want--ordering directly from the Nook is quick and easy.  Transferring library rentals is also as easy as drag and drop, using Adobe Digital Solutions (free app, the library should have a link to download it).

All in all, it's a good ereader.  I've never had any mechanical issues with it.  It is sturdy and reliable.",Not Sure I'd Do It Over Again
